parking_id,name,capacity,distance_to_vw_m,distance_to_vw_miles,vw_distance_category,optimal_walking_scenario,transit_stops_available,daily_transit_trips,service_quality,reliability_class,transit_access_score,frequency_score,distance_score,capacity_score,location_bonus,final_composite_score,suitability_rating,key_strengths,potential_concerns,final_rank,recommendation_tier
16,"Location (35.1371, -85.2424)",985.0,12191.700807045909,7.58,Optimal Distance,Extended (1000m),4.0,180.0,Excellent - High Frequency,High Reliability,33.4,0.75,100.0,30.88,100.0,41.64,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,178,Tier 4: Marginal Sites
256,"Location (35.0625, -85.2756)",179.0,13327.394721544599,8.28,Optimal Distance,Extended (1000m),18.0,56.0,Good - Moderate Frequency,High Reliability,39.8,0.23,100.0,5.61,100.0,41.54,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,179,Tier 4: Marginal Sites
116,"Location (35.0350, -85.3162)",302.0,17564.596045063816,10.91,Far - Acceptable,Extended (1000m),68.0,2395.0,Excellent - High Frequency,High Reliability,51.66,9.95,74.35,9.47,50.0,41.47,Poor - Not Recommended,,Low Service Frequency | Far from VW,180,Tier 4: Marginal Sites
15,"Location (35.1343, -85.2443)",999.0,12168.104799504843,7.56,Optimal Distance,Extended (1000m),7.0,420.0,Excellent - High Frequency,High Reliability,32.19,1.74,100.0,31.32,100.0,41.45,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,181,Tier 4: Marginal Sites
35,"Location (35.1314, -85.2414)",602.0,11770.766305639338,7.31,Optimal Distance,Extended (1000m),9.0,314.0,Excellent - High Frequency,High Reliability,35.48,1.3,100.0,18.87,100.0,41.41,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,182,Tier 4: Marginal Sites
151,"Location (35.1293, -85.2475)",258.0,12135.321891554366,7.54,Optimal Distance,Extended (1000m),13.0,674.0,Excellent - High Frequency,High Reliability,37.15,2.8,100.0,8.09,100.0,41.37,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,183,Tier 4: Marginal Sites
162,"Location (35.0554, -85.2832)",251.0,14122.512198025344,8.78,Optimal Distance,Extended (1000m),12.0,80.0,Good - Moderate Frequency,High Reliability,38.29,0.33,100.0,7.87,100.0,41.18,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,184,Tier 4: Marginal Sites
217,"Location (35.0152, -85.2208)",204.0,10713.627930885033,6.66,Optimal Distance,Conservative (500m),,1758.0,Excellent - High Frequency,High Reliability,34.09,7.3,100.0,6.39,100.0,41.1,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,185,Tier 4: Marginal Sites
206,"Location (35.0782, -85.2666)",210.0,12411.93984164174,7.71,Optimal Distance,Extended (1000m),13.0,194.0,Excellent - High Frequency,High Reliability,37.72,0.81,100.0,6.58,100.0,40.95,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,186,Tier 4: Marginal Sites
266,"Location (35.0807, -85.2638)",174.0,12161.83906663383,7.56,Optimal Distance,Extended (1000m),9.0,212.0,Excellent - High Frequency,High Reliability,37.56,0.88,100.0,5.45,100.0,40.79,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,187,Tier 4: Marginal Sites
243,"Location (35.1330, -85.2406)",188.0,11803.274990713064,7.33,Optimal Distance,Extended (1000m),7.0,360.0,Excellent - High Frequency,High Reliability,36.81,1.5,100.0,5.89,100.0,40.69,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,188,Tier 4: Marginal Sites
213,"Location (35.0624, -85.2982)",207.0,15370.97670617565,9.55,Far - Acceptable,Extended (1000m),26.0,1350.0,Excellent - High Frequency,High Reliability,41.86,5.61,96.29,6.49,50.0,40.55,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,189,Tier 4: Marginal Sites
392,"Location (35.0484, -85.3204)",77.0,17604.464856874467,10.94,Far - Acceptable,Extended (1000m),51.0,839.0,Excellent - High Frequency,High Reliability,55.13,3.48,73.96,2.41,50.0,40.45,Poor - Not Recommended,,Low Service Frequency | Far from VW | Limited Capacity,190,Tier 4: Marginal Sites
238,"Location (35.1338, -85.2408)",190.0,11859.667775190463,7.37,Optimal Distance,Extended (1000m),7.0,420.0,Excellent - High Frequency,High Reliability,35.84,1.74,100.0,5.96,100.0,40.37,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,191,Tier 4: Marginal Sites
447,"Location (35.0628, -85.3062)",52.0,16096.551647026326,10.0,Far - Acceptable,Extended (1000m),41.0,1815.0,Excellent - High Frequency,High Reliability,45.02,7.54,89.03,1.63,50.0,40.36,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW | Limited Capacity,192,Tier 4: Marginal Sites
326,"Location (35.0632, -85.3081)",116.0,16268.503177792434,10.11,Far - Acceptable,Extended (1000m),42.0,1847.0,Excellent - High Frequency,High Reliability,45.11,7.67,87.31,3.64,50.0,40.29,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,193,Tier 4: Marginal Sites
202,"Location (35.0730, -85.2366)",214.0,9682.087855690073,6.02,Optimal Distance,Extended (1000m),13.0,75.0,Good - Moderate Frequency,High Reliability,36.16,0.31,100.0,6.71,100.0,40.21,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,194,Tier 4: Marginal Sites
362,"Location (35.0056, -85.2211)",99.0,11438.427933220059,7.11,Optimal Distance,Conservative (500m),,1242.0,Excellent - High Frequency,High Reliability,33.92,5.16,100.0,3.1,100.0,40.17,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,195,Tier 4: Marginal Sites
230,"Location (35.1320, -85.2399)",197.0,11693.430679578463,7.27,Optimal Distance,Extended (1000m),7.0,300.0,Excellent - High Frequency,High Reliability,35.54,1.25,100.0,6.18,100.0,40.15,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,196,Tier 4: Marginal Sites
82,"Location (35.0981, -85.2447)",390.0,10668.924524613412,6.63,Optimal Distance,Extended (1000m),5.0,96.0,Good - Moderate Frequency,High Reliability,34.49,0.4,100.0,12.23,100.0,40.12,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,197,Tier 4: Marginal Sites
70,"Location (35.1287, -85.2380)",421.0,11352.004533771475,7.05,Optimal Distance,Extended (1000m),7.0,300.0,Excellent - High Frequency,High Reliability,33.71,1.25,100.0,13.2,100.0,40.11,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,198,Tier 4: Marginal Sites
49,"Location (35.1323, -85.2382)",516.0,11577.988512018781,7.19,Optimal Distance,Extended (1000m),5.0,180.0,Excellent - High Frequency,Moderate Reliability,33.21,0.75,100.0,16.18,100.0,40.09,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,199,Tier 4: Marginal Sites
365,"Location (35.0652, -85.2739)",95.0,13135.479297649694,8.16,Optimal Distance,Extended (1000m),10.0,169.0,Excellent - High Frequency,High Reliability,36.41,0.7,100.0,2.98,100.0,40.04,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,200,Tier 4: Marginal Sites
196,"Location (35.1336, -85.2397)",218.0,11768.734524876905,7.31,Optimal Distance,Extended (1000m),6.0,240.0,Excellent - High Frequency,High Reliability,35.14,1.0,100.0,6.83,100.0,39.99,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,201,Tier 4: Marginal Sites
426,"Location (35.0651, -85.3101)",59.0,16430.44332678596,10.21,Far - Acceptable,Conservative (500m),25.0,1961.0,Excellent - High Frequency,High Reliability,45.31,8.14,85.7,1.85,50.0,39.98,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW | Limited Capacity,202,Tier 4: Marginal Sites
90,Highland Plaza,364.0,12767.793759533346,7.93,Optimal Distance,Extended (1000m),3.0,120.0,Excellent - High Frequency,Moderate Reliability,34.13,0.5,100.0,11.41,100.0,39.92,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,203,Tier 4: Marginal Sites
86,"Location (35.1268, -85.2384)",379.0,11284.862676867533,7.01,Optimal Distance,Extended (1000m),10.0,314.0,Excellent - High Frequency,High Reliability,33.41,1.3,100.0,11.88,100.0,39.88,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,204,Tier 4: Marginal Sites
250,"Location (35.0055, -85.2228)",180.0,11565.609490025465,7.19,Optimal Distance,Conservative (500m),,1345.0,Excellent - High Frequency,High Reliability,32.15,5.59,100.0,5.64,100.0,39.82,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,205,Tier 4: Marginal Sites
47,"Location (35.1304, -85.2379)",534.0,11438.144834532799,7.11,Optimal Distance,Extended (1000m),5.0,180.0,Excellent - High Frequency,Moderate Reliability,32.37,0.75,100.0,16.74,100.0,39.81,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,206,Tier 4: Marginal Sites
232,"Location (35.0205, -85.2881)",193.0,15675.53960456273,9.74,Far - Acceptable,Extended (1000m),46.0,360.0,Excellent - High Frequency,High Reliability,44.03,1.5,93.24,6.05,50.0,39.74,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,207,Tier 4: Marginal Sites
57,"Location (35.1355, -85.2454)",487.0,12323.355336348768,7.66,Optimal Distance,Extended (1000m),7.0,300.0,Excellent - High Frequency,High Reliability,32.22,1.25,100.0,15.27,100.0,39.73,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,208,Tier 4: Marginal Sites
91,"Location (35.0241, -85.2913)",356.0,15788.482377443996,9.81,Far - Acceptable,Extended (1000m),50.0,1134.0,Excellent - High Frequency,High Reliability,41.27,4.71,92.12,11.16,50.0,39.73,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,209,Tier 4: Marginal Sites
357,"Location (35.0628, -85.3110)",100.0,16536.63823343563,10.28,Far - Acceptable,Extended (1000m),38.0,1885.0,Excellent - High Frequency,High Reliability,44.81,7.83,84.63,3.13,50.0,39.62,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,210,Tier 4: Marginal Sites
455,"Location (35.0630, -85.3031)",50.0,15816.53309337607,9.83,Far - Acceptable,Extended (1000m),35.0,1805.0,Excellent - High Frequency,High Reliability,41.75,7.5,91.83,1.57,50.0,39.6,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW | Limited Capacity,211,Tier 4: Marginal Sites
219,"Location (35.0754, -85.2644)",202.0,12207.120358534537,7.59,Optimal Distance,Extended (1000m),11.0,226.0,Excellent - High Frequency,High Reliability,34.29,0.94,100.0,6.33,100.0,39.58,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,212,Tier 4: Marginal Sites
187,"Location (35.1345, -85.2393)",225.0,11793.705698179541,7.33,Optimal Distance,Extended (1000m),6.0,240.0,Excellent - High Frequency,High Reliability,33.64,1.0,100.0,7.05,100.0,39.41,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,213,Tier 4: Marginal Sites
436,"Location (35.0614, -85.2981)",57.0,15378.775576446165,9.56,Far - Acceptable,Extended (1000m),26.0,1290.0,Excellent - High Frequency,High Reliability,40.33,5.36,96.21,1.79,50.0,39.39,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW | Limited Capacity,214,Tier 4: Marginal Sites
195,"Location (35.1310, -85.2387)",218.0,11537.731296544687,7.17,Optimal Distance,Extended (1000m),6.0,300.0,Excellent - High Frequency,High Reliability,32.89,1.25,100.0,6.83,100.0,39.15,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,215,Tier 4: Marginal Sites
355,"Location (35.0655, -85.3108)",102.0,16488.751324438508,10.25,Far - Acceptable,Conservative (500m),25.0,1901.0,Excellent - High Frequency,High Reliability,43.15,7.9,85.11,3.2,50.0,39.08,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,216,Tier 4: Marginal Sites
46,"Location (35.1015, -85.2385)",534.0,10209.529541382672,6.34,Optimal Distance,Extended (1000m),4.0,64.0,Good - Moderate Frequency,High Reliability,30.53,0.27,100.0,16.74,100.0,38.95,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,217,Tier 4: Marginal Sites
53,"Location (35.0985, -85.2375)",497.0,10038.740364563904,6.24,Optimal Distance,Extended (1000m),4.0,96.0,Good - Moderate Frequency,High Reliability,30.59,0.4,100.0,15.58,100.0,38.89,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,218,Tier 4: Marginal Sites
98,"Location (35.1246, -85.2392)",342.0,11229.39560924146,6.98,Optimal Distance,Extended (1000m),13.0,314.0,Excellent - High Frequency,High Reliability,31.2,1.3,100.0,10.72,100.0,38.88,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,219,Tier 4: Marginal Sites
303,"Location (35.0959, -85.2549)",138.0,11535.472456274978,7.17,Optimal Distance,Extended (1000m),5.0,81.0,Good - Moderate Frequency,High Reliability,33.33,0.34,100.0,4.33,100.0,38.85,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,220,Tier 4: Marginal Sites
258,"Location (35.0114, -85.2393)",178.0,12299.5652353923,7.64,Optimal Distance,Conservative (500m),,932.0,Excellent - High Frequency,High Reliability,30.72,3.87,100.0,5.58,100.0,38.81,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,221,Tier 4: Marginal Sites
376,"Location (35.0964, -85.2532)",88.0,11394.525841731122,7.08,Optimal Distance,Extended (1000m),5.0,96.0,Good - Moderate Frequency,High Reliability,33.33,0.4,100.0,2.76,100.0,38.71,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,222,Tier 4: Marginal Sites
65,"Location (35.0632, -85.3147)",453.0,16865.957170690413,10.48,Far - Acceptable,Moderate (800m),28.0,1499.0,Excellent - High Frequency,High Reliability,42.37,6.23,81.34,14.2,50.0,38.69,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,223,Tier 4: Marginal Sites
427,"Location (35.0628, -85.3131)",59.0,16725.711027559777,10.39,Far - Acceptable,Extended (1000m),38.0,1765.0,Excellent - High Frequency,High Reliability,43.93,7.33,82.74,1.85,50.0,38.64,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW | Limited Capacity,224,Tier 4: Marginal Sites
218,"Location (35.1003, -85.2398)",203.0,10292.807598783485,6.4,Optimal Distance,Extended (1000m),4.0,96.0,Good - Moderate Frequency,High Reliability,32.13,0.4,100.0,6.36,100.0,38.59,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,225,Tier 4: Marginal Sites
97,"Location (35.0210, -85.2908)",346.0,15882.663851895335,9.87,Far - Acceptable,Extended (1000m),37.0,378.0,Excellent - High Frequency,High Reliability,40.69,1.57,91.17,10.85,50.0,38.49,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,226,Tier 4: Marginal Sites
72,"Location (35.0985, -85.2411)",420.0,10359.342609290978,6.44,Optimal Distance,Extended (1000m),4.0,96.0,Good - Moderate Frequency,High Reliability,30.07,0.4,100.0,13.17,100.0,38.45,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,227,Tier 4: Marginal Sites
289,"Location (35.0289, -85.2417)",156.0,11455.444428735049,7.12,Optimal Distance,Conservative (500m),,990.0,Excellent - High Frequency,High Reliability,29.79,4.11,100.0,4.89,100.0,38.43,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,228,Tier 4: Marginal Sites
301,"Location (35.0632, -85.3124)",138.0,16654.233453869983,10.35,Far - Acceptable,Extended (1000m),37.0,1765.0,Excellent - High Frequency,High Reliability,42.42,7.33,83.46,4.33,50.0,38.43,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,229,Tier 4: Marginal Sites
166,"Location (35.1325, -85.2367)",248.0,11471.784594175695,7.13,Optimal Distance,Extended (1000m),5.0,180.0,Excellent - High Frequency,Moderate Reliability,31.13,0.75,100.0,7.77,100.0,38.42,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,230,Tier 4: Marginal Sites
32,"Location (35.1319, -85.2351)",617.0,11312.886276345926,7.03,Optimal Distance,Conservative (500m),,180.0,Excellent - High Frequency,Moderate Reliability,28.23,0.75,100.0,19.34,100.0,38.41,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,231,Tier 4: Marginal Sites
293,"Location (35.1237, -85.2408)",152.0,11308.579966236304,7.03,Optimal Distance,Conservative (500m),,734.0,Excellent - High Frequency,High Reliability,30.09,3.05,100.0,4.76,100.0,38.28,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,232,Tier 4: Marginal Sites
5,"Location (34.9952, -85.3113)",2097.0,18821.777424536063,11.7,Far - Acceptable,Extended (1000m),27.0,1650.0,Excellent - High Frequency,High Reliability,37.04,6.85,61.78,65.74,50.0,37.96,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,233,Tier 4: Marginal Sites
145,"Location (35.0679, -85.3144)",266.0,16800.660302076376,10.44,Far - Acceptable,Extended (1000m),31.0,1027.0,Excellent - High Frequency,High Reliability,42.33,4.27,81.99,8.34,50.0,37.73,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,234,Tier 4: Marginal Sites
294,"Location (35.0499, -85.3206)",149.0,17589.265226945787,10.93,Far - Acceptable,Extended (1000m),40.0,650.0,Excellent - High Frequency,High Reliability,48.08,2.7,74.11,4.67,50.0,37.7,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,235,Tier 4: Marginal Sites
28,"Location (35.0404, -85.3213)",752.0,17860.43358914865,11.1,Far - Acceptable,Extended (1000m),34.0,1270.0,Excellent - High Frequency,High Reliability,42.5,5.27,71.4,23.57,50.0,37.46,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,236,Tier 4: Marginal Sites
148,"Location (35.1304, -85.2352)",262.0,11235.591515982102,6.98,Optimal Distance,Conservative (500m),,180.0,Excellent - High Frequency,Moderate Reliability,28.54,0.75,100.0,8.21,100.0,37.42,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,237,Tier 4: Marginal Sites
123,"Location (35.0117, -85.2427)",294.0,12527.047720566086,7.78,Optimal Distance,Conservative (500m),,414.0,Excellent - High Frequency,High Reliability,27.42,1.72,100.0,9.22,100.0,37.32,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,238,Tier 4: Marginal Sites
201,"Location (35.0287, -85.2010)",214.0,8362.941929626348,5.2,Optimal Distance,Conservative (500m),,620.0,Excellent - High Frequency,High Reliability,27.48,2.58,100.0,6.71,100.0,37.31,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,239,Tier 4: Marginal Sites
93,"Location (35.0978, -85.2685)",353.0,12789.157417632921,7.95,Optimal Distance,Conservative (500m),,300.0,Excellent - High Frequency,High Reliability,27.15,1.25,100.0,11.07,100.0,37.28,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,240,Tier 4: Marginal Sites
37,"Location (35.1008, -85.2344)",577.0,9828.951655446512,6.11,Optimal Distance,Extended (1000m),3.0,64.0,Good - Moderate Frequency,High Reliability,25.84,0.27,100.0,18.09,100.0,37.21,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,241,Tier 4: Marginal Sites
144,"Location (35.0997, -85.2429)",266.0,10546.21739821448,6.55,Optimal Distance,Extended (1000m),4.0,96.0,Good - Moderate Frequency,High Reliability,28.18,0.4,100.0,8.34,100.0,37.2,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,242,Tier 4: Marginal Sites
233,"Location (35.1246, -85.2368)",192.0,11037.288072366136,6.86,Optimal Distance,Conservative (500m),,120.0,Excellent - High Frequency,Low Reliability,28.52,0.5,100.0,6.02,100.0,37.13,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,243,Tier 4: Marginal Sites
441,"Location (35.1225, -85.2404)",53.0,11216.237747657638,6.97,Optimal Distance,Conservative (500m),,614.0,Excellent - High Frequency,High Reliability,28.19,2.55,100.0,1.66,100.0,37.08,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,244,Tier 4: Marginal Sites
179,"Location (35.0484, -85.3213)",232.0,17681.806328254428,10.99,Far - Acceptable,Extended (1000m),28.0,839.0,Excellent - High Frequency,High Reliability,44.33,3.48,73.18,7.27,50.0,36.47,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,245,Tier 4: Marginal Sites
207,"Location (35.0155, -85.3245)",210.0,18963.23319039226,11.78,Far - Acceptable,Extended (1000m),46.0,2610.0,Excellent - High Frequency,High Reliability,45.61,10.84,60.37,6.58,50.0,36.19,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,246,Tier 4: Marginal Sites
282,"Location (35.0090, -85.3241)",166.0,19197.613515241574,11.93,Far - Acceptable,Extended (1000m),56.0,2584.0,Excellent - High Frequency,High Reliability,46.89,10.73,58.02,5.2,50.0,36.07,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,247,Tier 4: Marginal Sites
227,"Location (34.9871, -85.2876)",197.0,17454.508944879137,10.85,Far - Acceptable,Conservative (500m),15.0,1230.0,Excellent - High Frequency,High Reliability,41.16,5.11,75.45,6.18,50.0,35.95,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,248,Tier 4: Marginal Sites
135,"Location (35.0147, -85.3261)",282.0,19127.662927928555,11.89,Far - Acceptable,Extended (1000m),46.0,2685.0,Excellent - High Frequency,High Reliability,44.82,11.15,58.72,8.84,50.0,35.85,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,249,Tier 4: Marginal Sites
142,"Location (35.0196, -85.3137)",274.0,17882.451680494763,11.11,Far - Acceptable,Extended (1000m),35.0,1517.0,Excellent - High Frequency,High Reliability,41.71,6.3,71.18,8.59,50.0,35.85,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,250,Tier 4: Marginal Sites
122,"Location (35.1434, -85.2381)",294.0,12268.010550134717,7.62,Optimal Distance,Conservative (500m),,60.0,Good - Moderate Frequency,Low Reliability,24.64,0.25,100.0,9.22,100.0,35.84,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,251,Tier 4: Marginal Sites
356,"Location (35.0318, -85.1846)",101.0,7022.89688145134,4.36,Near - Marginal,Extended (1000m),10.0,827.0,Excellent - High Frequency,High Reliability,36.17,3.43,87.79,3.17,50.0,35.7,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Too Close to VW,252,Tier 4: Marginal Sites
388,"Location (35.0171, -85.3234)",84.0,18802.899318131505,11.68,Far - Acceptable,Extended (1000m),47.0,2111.0,Excellent - High Frequency,High Reliability,45.68,8.77,61.97,2.63,50.0,35.62,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW | Limited Capacity,253,Tier 4: Marginal Sites
384,"Location (35.1421, -85.2378)",86.0,12155.829613041476,7.55,Optimal Distance,Conservative (500m),,60.0,Good - Moderate Frequency,Low Reliability,25.69,0.25,100.0,2.7,100.0,35.61,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,254,Tier 4: Marginal Sites
423,"Location (35.0323, -85.1858)",63.0,7061.071476816894,4.39,Near - Marginal,Extended (1000m),9.0,931.0,Excellent - High Frequency,High Reliability,35.41,3.87,88.26,1.97,50.0,35.48,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Too Close to VW | Limited Capacity,255,Tier 4: Marginal Sites
84,"Location (35.0810, -85.2970)",389.0,15187.833946564699,9.44,Far - Acceptable,Conservative (500m),,480.0,Excellent - High Frequency,High Reliability,28.85,1.99,98.12,12.19,50.0,35.38,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,256,Tier 4: Marginal Sites
117,"Location (35.0101, -85.3267)",300.0,19372.020127190815,12.04,Far - Acceptable,Extended (1000m),49.0,2333.0,Excellent - High Frequency,High Reliability,45.45,9.69,56.28,9.4,50.0,35.3,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,257,Tier 4: Marginal Sites
307,"Location (35.0469, -85.3216)",133.0,17738.398645266854,11.02,Far - Acceptable,Extended (1000m),24.0,965.0,Excellent - High Frequency,High Reliability,42.12,4.01,72.62,4.17,50.0,35.29,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,258,Tier 4: Marginal Sites
156,"Location (35.0327, -85.1841)",256.0,6921.977172744164,4.3,Near - Marginal,Extended (1000m),10.0,827.0,Excellent - High Frequency,High Reliability,34.51,3.43,86.52,8.03,50.0,35.27,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Too Close to VW,259,Tier 4: Marginal Sites
366,"Location (35.1449, -85.2405)",95.0,12542.848434162248,7.79,Optimal Distance,Conservative (500m),,60.0,Good - Moderate Frequency,Low Reliability,24.62,0.25,100.0,2.98,100.0,35.21,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,260,Tier 4: Marginal Sites
275,"Location (35.0545, -85.3196)",168.0,17422.36661145387,10.83,Far - Acceptable,Conservative (500m),,927.0,Excellent - High Frequency,High Reliability,39.99,3.85,75.78,5.27,50.0,35.14,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,261,Tier 4: Marginal Sites
161,Cell Waiting Lot,252.0,7831.405716430047,4.87,Near - Marginal,Conservative (500m),,517.0,Excellent - High Frequency,High Reliability,29.24,2.15,97.89,7.9,50.0,35.1,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Too Close to VW,262,Tier 4: Marginal Sites
444,"Location (35.0226, -85.3200)",53.0,18303.894767335743,11.37,Far - Acceptable,Extended (1000m),41.0,1756.0,Excellent - High Frequency,High Reliability,42.47,7.29,66.96,1.66,50.0,34.87,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW | Limited Capacity,263,Tier 4: Marginal Sites
31,"Location (35.0462, -85.3227)",645.0,17859.26257989557,11.1,Far - Acceptable,Extended (1000m),19.0,965.0,Excellent - High Frequency,High Reliability,37.56,4.01,71.41,20.22,50.0,34.83,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,264,Tier 4: Marginal Sites
285,"Location (35.0251, -85.3177)",162.0,18011.65856650357,11.19,Far - Acceptable,Extended (1000m),32.0,764.0,Excellent - High Frequency,High Reliability,42.41,3.17,69.88,5.08,50.0,34.74,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,265,Tier 4: Marginal Sites
